RepRisk_ID,name,headquarter_country,code
193419,Bank of Guiyang Co Ltd (formerly known as Guiyang City Commercial Bank),China,601997.SH
19376,China Wuyi Co Ltd,China,000797.SZ
193873,GreenTree Inns Hotel Management Group Inc (also known as GreenTree Hospitality Group Inc),China,
195047,China Zheshang Bank Co Ltd,China,601916.SH
19512,Anhui Water Resources Development Co Ltd,China,600502.SH
19538,China South Locomotive & Rolling Stock Corporation Ltd (CSR Corp Ltd; China South Rail),China,
19566,Fufeng Group Ltd,China,0546.HKG
19612,Grandblue Environment Co Ltd (formerly Nanhai Development),China,600323.SH
197451,Perfect World Co Ltd,China,002624.SZ
19798,HBIS Group Co Ltd (formerly known as Hesteel Group Co Ltd; Hebei Iron & Steel Group Co Ltd),China,
200733,Dandong Xintai Electric Co Ltd,China,
200743,Tangshan Sunfar Silicon Industries Co Ltd,China,603938.SH
200902,Cheetah Mobile Inc,China,CMCM.NYSE
202436,Wuxi New Hongtai Electrical Technology Co Ltd,China,603016.SH
202637,UTour Group Co Ltd (formerly known as Beijing UTour International Travel Service Co Ltd),China,002707.SZ
202658,Zhongan Online P&C Insurance Co Ltd,China,6060.HKG
202965,Shanghai Amarsoft Information & Technology Co Ltd,China,300380.SZ
20305,Guotai Junan Securities Co Ltd (GTJA),China,601211.SH
203453,Bilibili Inc,China,BILI.NASDAQ
20515,Dalian Refrigeration Co Ltd,China,000530.SZ
205725,Jiangsu Protruly Vision Technology Group Co Ltd (formerly Jiangsu Zhongda New Material Group),China,
2071,China Gezhouba Group Co Ltd (CGGC),China,600068.SH
208542,China Resources Pharmaceutical Group Ltd,China,3320.HKG
20883,China Sunshine Paper Holdings Co Ltd,China,2002.HKG
2099,China Oilfield Services Ltd (COSL),China,601808.SH
2103,Huaneng Lancang River Hydropower Co Ltd,China,600025.SH
2106,Citic Group Corp (formerly China International Trust & Investment Corp),China,
210675,Fujian Kuncai Material Technology Co Ltd (Kuncai),China,603826.SH
2115,Aluminum Corporation of China Ltd (Chinalco),China,601600.SH
213133,Shenzhen Fluence Technology PLC,China,300647.SZ
214466,TravelSky Technology Ltd,China,0696.HKG
2147,Kerry Logistics Network Ltd,China,0636.HKG
21477,Daqing Huake Co Ltd,China,000985.SZ
214847,Shanghai Laiyifen Co Ltd,China,603777.SH
215036,Zhuhai Financial Investment Holdings Co Ltd,China,
215844,Beijing WKW Automotive Parts Co Ltd,China,002662.SZ
21817,Dongjiang Environmental Co Ltd (Formerly Shenzhen Dongjiang Environmental Co Ltd),China,0895.HKG
218240,Hakim Unique Internet Co Ltd,China,
21933,China Haisheng Juice Holdings Co Ltd (Shaanxi Haisheng Fresh Fruit Juice),China,0359.HKG
219370,Greentown Service Group Co Ltd,China,2869.HKG
21958,Jiangsu Yangnong Chemical Co Ltd,China,600486.SH
219699,Beijing Tensyn Digital Marketing Technology JSC,China,300392.SZ
2199,Lenovo Group Ltd,China,0992.HKG
219959,Zhejiang Century Huatong Group Co Ltd (formerly Zhejiang Century Huatong Automotive Part Co Ltd),China,002602.SZ
220172,Chengdu Xingcheng Properties Co Ltd,China,
22025,Shanghai Jiao Da Onlly Co Ltd (Shanghai Jiaoda Onlly Co Ltd),China,
221966,Yum China Holdings Inc,China,YUMC.NYSE
2229,Western Mining Joint-Stock Co Ltd,China,
223009,SinoSun Technology Co Ltd,China,300333.SZ
223136,Ecovacs Robotics Co Ltd,China,603486.SH
22324,Shougang Corp (Shougang Group; Shougang Co Ltd),China,
2248,Sinopec Shanghai Petrochemical Co Ltd,China,600688.SH
22487,China Huadian Corp (Huadian Group),China,
22821,Zhejiang Satellite Television,China,
23037,Aeolus Tyre Co Ltd,China,600469.SH
23039,Aerospace Communications Holdings Co Ltd,China,600677.SH
2305,China Construction Bank Corp (CCB),China,601939.SH
2306,Shanghai Pudong Development Bank Co Ltd,China,600000.SH
23065,Angel Yeast Co Ltd,China,600298.SH
23069,Cefc Anhui International Holding Co Ltd (formerly Anhui Huaxing Chemical Industry Co Ltd),China,
2307,China CITIC Bank Corporation Ltd,China,601998.SH
23070,Anhui Liuguo Chemical Co Ltd,China,600470.SH
23072,iFlytek Co Ltd (formerly Anhui USTC iFlytek Co Ltd),China,002230.SZ
2308,China International Marine Containers Group Co Ltd (CIMC),China,000039.SZ
23089,Baosheng Science and Technology Innovation Co Ltd,China,600973.SH
23091,Baotou Tomorrow Technology Co Ltd,China,600091.SH
23094,Galaxy Biomedical Investment Co Ltd (formerly Beihai Yinhe Industry Investment Co Ltd; Beihai Yinhe Hi-Tech Industrial Co Ltd),China,000806.SZ
23095,Beijing Aerospace Changfeng Co,China,600855.SH
23099,Beijing Huaye Realestate Co Ltd,China,
2310,Bank of Communications Co Ltd (BoCom; BoComm),China,3328.HKG
23100,Beijing New Building Material PLC,China,000786.SZ
23101,Beijing Teamsun Technology Co Ltd,China,600410.SH
23105,Black Peony Group Co Ltd,China,600510.SH
2311,China Merchants Bank Co Ltd (CMB Bank),China,3968.HKG
23110,Bright Oceans Corp,China,600289.SH
23116,Heilan Home Co Ltd (formerly Canal Scientific & Technological Co Ltd),China,600398.SH
2312,Nanyang Commercial Bank (China) Ltd,China,
23130,Chengzhi Shareholding Co Ltd,China,000990.SZ
23136,Shanghai Laofengxiang Co Ltd,China,
23144,China Union Holdings Ltd,China,000036.SZ
23147,Chongqing Chang'an Automobile Co Ltd,China,
23148,Chongqing Dima Industry Co Ltd,China,600565.SH
23152,Chongqing Jianfeng Chemical Co Ltd,China,
23154,Chongqing Sanxia Paints Co Ltd,China,000565.SZ
23175,Daheng New Epoch Technology Inc,China,600288.SH
23180,Dare Power Dekor Home Co Ltd (formerly Dare Technology Co Ltd),China,000910.SZ
23182,Datang Huayin Electric Power Co Ltd,China,600744.SH
23193,Dongfang Electronics Co Ltd,China,000682.SZ
23194,Dongguan Winnerway Industrial Zone Ltd,China,000573.SZ
23229,FSPG Hi-Tech Co Ltd,China,000973.SZ
23236,Fujian Longking Co Ltd,China,600388.SH
23239,Fujian Qingshan Paper Industry Co Ltd,China,600103.SH
23240,Fujian Sanmu Group Co Ltd,China,000632.SZ
23241,Fushun Special Steel Co Ltd,China,600399.SH
23244,Jiangsu Shagang Co Ltd (formerly known as Gaoxin Zhangtong Co Ltd),China,002075.SZ
23249,GITI Tire Corp,China,600182.SH
23261,Guangdong Guangzhou Daily Media Co Ltd (formerly Guangdong China Sunshine Media),China,002181.SZ
23269,Guangdong Rongtai Industry Co Ltd,China,600589.SH
23270,Guangdong Shaoneng Group,China,000601.SZ
23273,Guangxi Wuzhou Communications Co Ltd,China,600368.SH
23274,Guangxia Yinchuan Industry Co Ltd,China,
23275,Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,China,600332.SH
23276,Guangzhou Grandbuy Co Ltd,China,002187.SZ
23281,Guizhou Changzheng Tiancheng Holding Co Ltd (formerly Guizhou Changzheng Electric),China,600112.SH
23282,Guizhou Salvage Pharmaceutical Co Ltd (formerly known as Guizhou Chitianhua Co Ltd),China,600227.SH
23284,Avic Heavy Machinery Co Ltd,China,600765.SH
23290,Guodian Changyuan Electric Power Co Ltd,China,000966.SZ
23300,Hangzhou Silan Microelectronics Co Ltd,China,600460.SH
23310,Whirlpool China Co Ltd (formerly Hefei Rongshida Sanyo Electric Co Ltd),China,600983.SH
23311,Heilongjiang Heihua Co Ltd,China,600179.SH
23313,Henan Ancai Hi-Tech Co Ltd,China,600207.SH
23315,Henan Lianhua Gourmet Powder Co Ltd (also known as Henan Lotus Flower Gourmet Powder),China,600186.SH
23316,Henan Shuanghui Investment & Development Co Ltd (Shuanghui Group),China,000895.SZ
23317,Henan Yinge Industrial Investment Holding Co Ltd,China,
23318,Henan Yuguang Gold & Lead Co Ltd.,China,
23325,Hisense Electric Co Ltd,China,
23334,Huadian Energy Co Ltd,China,600726.SH
23338,Eastern Gold Jade Co Ltd,China,600086.SH
23340,Hubei Guangji Pharmaceutical Co Ltd,China,000952.SZ
23341,ADAMA Ltd (formerly Hubei Sanonda),China,000553.SZ
23347,Hundsun Technologies Inc (previously Hundsun Electronics Co Ltd),China,600570.SH
23356,Inner Mongolia Lantai Industrial Co Ltd,China,600328.SH
23361,Invengo Information Technology Co Ltd,China,002161.SZ
23369,Jiangsu Aoyang Health Industry Co Ltd (formerly Jiangsu Aoyang Technology Corp),China,002172.SZ
23372,Seazen Holdings Co Ltd (formerly Jiangsu Future Land),China,601155.SH
23376,Jiangsu Huachang Chemical Co Ltd,China,002274.SZ
23379,Jiangsu Sainty Corp Ltd,China,600287.SH
23380,Jiangsu Sihuan Bioengineering Co Ltd,China,000518.SZ
23381,Jiangsu Huihong Co Ltd (formerly Jiangsu Skyrun Corp),China,
23382,Jiangsu Wuzhong Industrial Co Ltd,China,600200.SH
23383,Jiangsu Yueda Investment Co Ltd,China,600805.SH
23386,Jiangxi Ganneng Co Ltd,China,000899.SZ
23387,Jiangzhong Pharmaceutical Group Co Ltd,China,600750.SH
23389,Jiangxi Wannianqing Cement Co Ltd,China,000789.SZ
23390,Jilin Forest Industry Co,China,
23392,Jinan Diesel Engine Co Ltd,China,000617.SZ
23395,Jingwei Textile Machinery Co Ltd,China,000666.SZ
23398,JiuGuiJiu Co Ltd,China,000799.SZ
23399,Jiuzhitang Co Ltd (Hunan Jiuzhitang),China,000989.SZ
2340,Haitong Securities Co Ltd,China,6837.HKG
23406,Kama Co Ltd,China,900953.SH
23415,Kingfa Sci & Tech Co Ltd,China,600143.SH
23426,Leshan Electric Power Co Ltd,China,600644.SH
23435,Liuzhou Chemical Industry Co Ltd,China,600423.SH
23436,Liuzhou Liangmianzhen Co Ltd (LMZ),China,600249.SH
23437,Livzon Pharmaceutical Group Inc,China,000513.SZ
23443,Longjian Road & Bridge Co Ltd,China,
23458,Meidu Energy Corp (formerly Meidu Holdings),China,
23470,Fangda Special Steel Technology Co Ltd,China,600507.SH
23473,Nanjing Pharmaceutical Co Ltd,China,600713.SH
23474,Nanjing Redsun Co Ltd,China,000525.SZ
23477,Nanjing Yunhai Special Metals Co Ltd,China,002182.SZ
23487,Ningbo Bird Co Ltd,China,600130.SH
23488,Ningbo Donly Co Ltd,China,002164.SZ
23491,Shanshan Group Co Ltd,China,
23530,China Yaohua Glass Group Corporation,China,
23539,Renhe Pharmacy Co Ltd,China,000650.SZ
23569,Shaanxi Xinghua Chemistry Co Ltd,China,002109.SZ
23570,Shandong Denghai Seeds Co Ltd,China,002041.SZ
23572,Shandong Lukang Pharmaceutical Co Ltd,China,600789.SH
23576,Lushang Property Co Ltd,China,600223.SH
23577,Shanghai Sainaifu New Materials Co Ltd (Shanghai 3F New Materials),China,
23578,Shanghai U9 Game Co Ltd (formerly Shanghai ACE Co Ltd),China,600652.SH
23579,Shanghai AJ Corp (AIjian Group),China,600643.SH
23587,China Security Co Ltd (formerly China Security & Fire Co Ltd; Shanghai Feilo Co Ltd),China,600654.SH
23589,Shanghai Fudan Forward S&T Co Ltd,China,600624.SH
23595,Shanghai Jielong Industry Corp Ltd,China,600836.SH
23599,Shanghai Chinafortune Co Ltd (formerly known as Shanghai Jinling Co Ltd),China,600621.SH
23602,Shanghai Metersbonwe Fashion & Accessories Co Ltd,China,002269.SZ
23603,Shanghai Modern Pharmaceutical Co Ltd,China,600420.SH
23609,Shanghai ShenTong Metro Co Ltd,China,600834.SH
23612,Changjiang Publishing & Media (formerly Shanghai Worldbest Industry Development),China,600757.SH
23614,Shanghai Yaohua Pilkington Glass Group Co Ltd (SYP Group),China,600819.SH
23616,Shanghai Yuyuan Tourist Mart Co Ltd,China,600655.SH
23617,Shanghai Zhenhua Heavy Industries Co Ltd (formerly Shanghai Zhenhua Port Machinery Co),China,900947.SH
23618,Shanxi Meijin Energy Co Ltd,China,000723.SZ
23619,Shanxi Road & Bridge Co Ltd (formerly Shanxi Sanwei Group Co Ltd),China,000755.SZ
23621,Shenji Group Kunming Machine Tool Co Ltd,China,
23622,Shen Ma Industry Co Ltd,China,600810.SH
23623,Ingenious Ene-Carbon New Materials Group Co Ltd (formerly known as Shenyang Ingenious Development Co Ltd),China,
23625,Shenyang Jinshan Energy Co Ltd,China,600396.SH
23628,China National Accord Medicines Corp Ltd (formerly Shenzhen Accord Pharmaceutical Co Ltd),China,000028.SZ
23635,Shenzhen Heungkong Holding Co Ltd,China,600162.SH
23638,Shenzhen Jinjia Color Printing Group,China,002191.SZ
23640,Shenzhen Neptunus Bioengineering Co Ltd,China,000078.SZ
23647,Shenzhen Zhenye Group Co Ltd,China,000006.SZ
23653,Sichuan Hongda Co Ltd (formerly Sichuan Hongda Chemical Industry Co Ltd),China,600331.SH
23654,Sichuan Jinlu Group Co Ltd,China,000510.SZ
23657,Sichuan Road & Bridge Co Ltd (SRBC),China,600039.SH
23658,Great Wall International ACG Co Ltd (formerly Sichuan Shengda Industrial Co),China,000835.SZ
23668,SDIC Capital Co Ltd (formerly SDIC Essence Holdings Co Ltd; Sinotex Investment & Development Co Ltd),China,600061.SH
2368,AviChina Industry & Technology Co Ltd,China,2357.HKG
23683,Star Lake Bioscience Co Inc Zhaoqing Guangdong,China,600866.SH
2369,Dongfeng Motor Group Co Ltd,China,0489.HKG
23692,Sundiro Holding Co Ltd,China,000571.SZ
23693,Suning Universal Co Ltd,China,000718.SZ
23696,Suzhou Gold Mantis Construction Decoration Co Ltd,China,002081.SZ
23703,Taiyuan Chemical Industry Co Ltd,China,600281.SH
23708,Tangshan Jidong Cement Co Ltd,China,000401.SZ
23710,TDG Holdings Co Ltd,China,
237195,Youngy Co Ltd (formerly Luxiang Co Ltd),China,002192.SZ
23720,Tianjin Good Hand Railway Holding Co Ltd,China,
237228,Zhaopin Ltd (Zhilian Zhaopin; zhaopin.com),China,
23725,Tianjin Tianyao Pharmaceutical Co Ltd,China,600488.SH
23730,Time Publishing and Media Co Ltd,China,600551.SH
23747,Tsann Kuen China Enterprise Co Ltd,China,200512.SZ
23749,Unisplendour Corp Ltd (UNIS),China,000938.SZ
23778,Kaidi Ecological and Environmental Technology Co Ltd (formerly Wuhan Kaidi Electric Power Co Ltd),China,
23781,Wuxi Huaguang Boiler Co Ltd,China,600475.SH
23787,Xiangtan Electric Manufacturing Group Co Ltd (XEMC),China,600416.SH
23790,Xinjiang Hops Co Ltd (formerly Xinjiang Light Industry Co Ltd),China,
23794,Xinjiang Tianshan Cement Co Ltd,China,000877.SZ
23795,Xinjiang Tianye Co Ltd,China,600075.SH
23798,Xishui Strong Year Co Ltd Inner Mongolia,China,600291.SH
23800,XCMG Construction Machinery Co Ltd (formerly Xugong Science & Technology Co),China,000425.SZ
23802,VV Food & Beverage Co Ltd,China,
23807,Shandong Xinchao Energy Corp Ltd (formerly Yantai Xinchao Industry),China,600777.SH
23808,HNA Investment Group Co Ltd (formerly Yeland Group Co Ltd),China,000616.SZ
23812,Yunnan Yuntou Ecology and Environment Technology (formerly known as Yunnan Green-Land Biological Technology Co Ltd),China,002200.SZ
23820,Zhefu Holding Group Co Ltd (formerly Zhejiang Fuchunjiang Hydropower Equipment Co Ltd),China,002266.SZ
23822,Zhejiang Hangxiao Steel Structure Co Ltd (HXSS),China,600477.SH
23823,Yifan Pharmaceutical Co Ltd (formerly Zhejiang Hangzhou Xinfu Pharmaceutical),China,002019.SZ
23825,Zhejiang Juhua Co Ltd,China,600160.SH
23827,Zhejiang Shenghua Biok Biology Co Ltd,China,600226.SH
23829,Sanquan Foods Co Ltd,China,
23830,Zhongshan Public Utilities Group Co Ltd,China,000685.SZ
23833,Zhuhai Zhongfu Enterprise Co Ltd,China,000659.SZ
23834,Zhuzhou Qianjin Pharmaceutical Co Ltd,China,600479.SH
23842,Yunnan Yuntianhua Co Ltd,China,600096.SH
23846,Anhui Xinke New Materials Co Ltd,China,600255.SH
23853,Central China Real Estate Ltd,China,0832.HKG
23855,China Qinfa Group Ltd,China,0866.HKG
23888,Nanjing Central Emporium Group Co Ltd,China,600280.SH
24105,Midea Group Co Ltd,China,000333.SZ
24155,China Minmetals Corp,China,
2418,Datang Telecom Technology Co Ltd,China,600198.SH
2421,EVOC Intelligent Technology Co,China,2308.HKG
2422,Founder Technology Group Co Ltd,China,600601.SH
242283,IFE Elevators Co Ltd (IFE Lift),China,002774.SZ
2425,Tsinghua Tongfang Co Ltd,China,600100.SH
2426,Konka Group Co Ltd,China,000016.SZ
243300,Bank of Hangzhou Co Ltd,China,600926.SH
243750,Guosheng Financial Holding Inc (formerly GuangDong Huasheng Electrical Appliances Co Ltd),China,002670.SZ
245000,Guolian Securities Co Ltd,China,1456.HKG
245147,Yangtze Optical Fibre and Cable JSC Ltd,China,601869.SH
24524,Skyworth Digital Holdings Ltd,China,0751.HKG
245502,Beijing Leadman Biochemistry Co Ltd,China,300289.SZ
24678,51job Inc,China,JOBS.NASDAQ
247644,Guangxi Financial Investment Group Co Ltd,China,
248820,Triangle Tyre Co Ltd,China,601163.SH
2492,Shanghai Maling Aquarius Co Ltd,China,600073.SH
249945,Fujian Jinsen Forestry Co Ltd,China,002679.SZ
25140,Guangxi Wuzhou Zhongheng Group Co Ltd,China,600252.SH
25162,Zhejiang Wanma Cable Co Ltd,China,002276.SZ
25171,China Resources Gas Group Ltd (CR Gas; formerly China Resources Logic Ltd),China,1193.HKG
25199,Hubei Sanxia New Building Material Co Ltd,China,600293.SH
25238,Elec-Tech International Co Ltd,China,002005.SZ
252432,Anshan Heavy Duty Mining Machinery Co Ltd,China,002667.SZ
25252,Yabao Pharmaceutical Group Co,China,600351.SH
25294,Jiangsu Zhongnan Construction Group Co Ltd,China,000961.SZ
253,Export-Import Bank of China (China Eximbank),China,
25320,Inner Mongolia Elion Energy Co Ltd (Inner Mongolia Yili Energy Co),China,600277.SH
2537,China Everbright Bank Co Ltd,China,601818.SH
2538,China International Capital Corp Ltd,China,3908.HKG
253805,Union Life Insurance Co Ltd (Union Life),China,
25383,GEM Co Ltd (formerly Shenzhen Green Eco-Manufacture Hi-Tech Co Ltd),China,002340.SZ
25384,Shenzhen Salubris Pharmaceuticals Co Ltd,China,002294.SZ
253884,Xianhe Corp (Xianhe Co Ltd),China,603733.SH
25418,Lianhe Chemical Technology Co Ltd (Lianhetech),China,002250.SZ
25440,Suzhou China Create Special Material Co Ltd (formerly known as Suzhou Hesheng Special Material Co Ltd),China,002290.SZ
25559,Sichuan Western Resources Holding Co Ltd,China,600139.SH
25561,Shenguan Holdings Group Ltd,China,0829.HKG
25601,Zhejiang Yongtai Technology Co Ltd,China,002326.SZ
256196,Bank of Jinzhou Co Ltd,China,0416.HKG
2567,Shanghai Commercial Bank Ltd,China,5876.TPE
25677,Jiangsu Yuyue Medical Equipment & Supply Co Ltd,China,002223.SZ
257019,Doctorglasses Chain Co Ltd,China,300622.SZ
25717,Shanghai CIMIC Holdings Co Ltd,China,
25788,Beijing Sanyuan Foods Co Ltd,China,600429.SH
25807,Vtron Group Co Ltd (formerly known as Vtron Technologies Ltd),China,002308.SZ
25884,Zhejiang Xianju Pharmaceutical Co Ltd,China,002332.SZ
25911,Beijing Ultrapower Software Co Ltd,China,300002.SZ
25941,Alpha Group Co Ltd (formerly Guangdong Alpha Animation and Culture Co Ltd),China,002292.SZ
25942,Shenzhen Properties & Resource Development Group Ltd,China,
26035,Shenzhen Noposion Agrochemical Co Ltd (Noposion Corp),China,002215.SZ
2604,Nine Dragons Paper Holdings Ltd,China,2689.HKG
260453,Rongyu Group Co Ltd (formerly Jilin Yongda Group Co Ltd),China,002622.SZ
260528,Beijing Kingee Culture Development Co Ltd,China,002721.SZ
260634,Beijing Kunlun Tech Co Ltd,China,300418.SZ
261095,Nanjing Kangni Mechanical & Electrical Co Ltd,China,603111.SH
26120,Beijing Orient Landscape & Environment Co Ltd (formerly Beijing Orient Landscape & Ecology Co Ltd),China,002310.SZ
2618,"Zhanjiang Guolian Aquatic Products Co., Ltd",China,300094.SZ
262839,China Tower Corp Ltd (formerly China Communications Facilities Services),China,0788.HKG
263172,Xiamen Guangpu Electronics Co Ltd (dba GOPRO),China,300632.SZ
26363,Huayi Brothers Media Corp,China,300027.SZ
264015,Ningbo Menovo Pharmaceutical Co Ltd,China,603538.SH
264537,Guangdong Biolight Meditech Co Ltd,China,300246.SZ
264639,Yichang HEC Changjiang Pharmaceutical Co Ltd,China,1558.HKG
26470,Dr Peng Telecom & Media Group Co Ltd,China,600804.SH
2654,Nanjing Hanrui Cobalt Co Ltd,China,300618.SZ
26546,Shirong Zhaoye Co Ltd (also known as Guangdong Shirongzhaoye Co Ltd),China,
266142,Sichuan Yinshan Chemical Industry Group Co Ltd,China,
26653,Guangdong Haid Group Co Ltd,China,002311.SZ
26661,Hainan Strait Shipping Co Ltd,China,002320.SZ
267141,Huaiji Dengyun Auto-Parts Holding Co Ltd,China,002715.SZ
26812,China International Travel Service Corp Ltd,China,601888.SH
26875,Anhui Xinhua Media Co Ltd (Wanxi Media),China,601801.SH
269349,Tianjin Pengling Group Co Ltd (formerly Tianjin Pengling Rubber Hose Co Ltd),China,300375.SZ
269961,Ningxia Baofeng Energy Group Co Ltd,China,600989.SH
26998,China Merchants Securities Co Ltd,China,600999.SH
270237,Hubei Feilihua Quartz Glass Co Ltd,China,300395.SZ
27100,Everbright Securities Co Ltd,China,601788.SH
271911,Shandong Cynda Chemical Co Ltd,China,603086.SH
27243,Southwest Securities Co Ltd,China,600369.SH
272736,Guangdong Senssun Weighing Apparatus Group Co Ltd,China,002870.SZ
2728,Shenergy Co Ltd,China,600642.SH
27281,Datong Coal Industry Co Ltd,China,601001.SH
27308,Beijing Building Materials Group Corp (BBMG),China,601992.SH
273189,Changzhou NRB Corp,China,002708.SZ
27357,Shenzhou International Group Holdings Ltd,China,2313.HKG
27374,Rongan Property Co Ltd,China,000517.SZ
27382,China Baoan Group Co Ltd,China,000009.SZ
27450,Renrenle Commercial Group Co Ltd,China,002336.SZ
274875,Guotai Junan Allianz Fund Management Co Ltd,China,
2755,Yunnan Copper Industry Co,China,
27574,Fujian Sunner Development Co Ltd,China,002299.SZ
27630,Anhui Wanjiang Logistics Group Co Ltd (formerly Wuhu Port Storage & Transportation Co Ltd),China,600575.SH
27631,Hisense Kelon Electrical Holdings Co Ltd (formerly Guangdong Kelon Electrical Holdings Co Ltd),China,000921.SZ
276897,Toly Bread Co Ltd (formerly Shenyang Toly Food),China,603866.SH
276915,Huaan Securities Co Ltd,China,600909.SH
27716,Cloud Live Technology Group Co Ltd (formerly Beijing Xiangeqing Co Ltd),China,002306.SZ
27730,Aier Eye Hospital Group Co Ltd,China,300015.SZ
277611,CSC Financial Co Ltd (China Securities),China,601066.SH
27777,Dingli Communications Corp Ltd,China,300050.SZ
27831,Zhongyuan Union Cell & Gene Engineering Corp Ltd (also known as VCANBIO Cell & Gene Engineering),China,600645.SH
27835,Jilin Zixin Pharmaceutical Co Ltd,China,002118.SZ
27837,China Haisum Engineering Co Ltd,China,002116.SZ
27884,China Hi-Tech Group Co Ltd,China,600730.SH
28002,Apeloa Co Ltd,China,000739.SZ
28004,Shanghai Fenghwa Group Co Ltd,China,600615.SH
28005,Shandong Hiking International Co Ltd (formerly Shandong Lanling Chenxiang Wine Industry Co Ltd),China,600735.SH
28072,Shanghai Yanshi Enterprise Development Co Ltd (formerly known as P2P Financial Information Service Co Ltd and Shanghai Duolun Industry Co Ltd),China,600696.SH
281058,Leyard Optoelectronic Co Ltd (formerly Beijing Leyard Electronics Technology Co Ltd),China,300296.SZ
28115,Guangdong Sunrise Holdings Co,China,
28149,Zhejiang Juli Culture Development Co Ltd (formerly Zhejiang Dilong New Material),China,002247.SZ
28213,Sunyard System Engineering Co (formerly Hangzhou Sunyard System Engineering Co Ltd),China,600571.SH
282228,Shandong Longlive Biotechnology Co Ltd,China,
282231,Guangdong Chant Group Inc,China,002616.SZ
282234,Yangzhou Chenhua New Material Co Ltd,China,300610.SZ
282237,Beijing Science Sun Pharmaceutical Co Ltd,China,300485.SZ
28249,Jiangsu Sanfangxiang Industry Co Ltd,China,600370.SH
2832,Anhui Gujing Distillery Co Ltd,China,000596.SZ
283283,Changsheng Bio-technology Co Ltd (formerly Lianyungang Huanghai Machinery),China,
283286,Shandong Sinobioway Biomedicine Co Ltd,China,002581.SZ
283341,Wuxi Xuelang Environmental Technology Co Ltd,China,300385.SZ
283572,Guangzhou Kingmed Diagnostics Group Co Ltd,China,603882.SH
28372,China CNR Corp Ltd (formerly China North Locomotive and Rolling Stock Industry Group Corp; China North Rail),China,
284043,Shandong International Trust Co Ltd,China,1697.HKG
28513,Longfor Group Holdings Ltd (formerly Longfor Properties Co Ltd),China,0960.HKG
28533,Guangdong Chaohua Technology Co Ltd,China,002288.SZ
28548,Shenzhen Geoway Co Ltd (formerly Yanbian Shixian Bailu Papermaking Co Ltd),China,600462.SH
2855,China General Nuclear Power Corp (CGNPC; formerly China Guangdong Nuclear Power Holding Co Ltd),China,
28560,Ningxia Zhongyin Cashmere Co Ltd,China,000982.SZ
28582,Sichuan Gaojin Food Co Ltd,China,
28583,Furen Group Pharmaceutical Co Ltd (formerly Furen Pharmaceutical Group Industry Co Ltd),China,600781.SH
28588,Jilin Chemical Fibre Group Co Ltd,China,000420.SZ
28597,Zhejiang Hisoar Pharmaceutical Co Ltd,China,002099.SZ
28629,Shanghai Broadband Technology Co Ltd,China,600608.SH
28668,Weifang Yaxing Chemical Co Ltd,China,600319.SH
287070,Huadian Heavy Industries Co Ltd,China,601226.SH
287079,Lakala Payment Co Ltd,China,300773.SZ
28716,Zhejiang Kan Specialities Material Co Ltd,China,002012.SZ
28721,Kingray New Materials Science & Technology Co Ltd,China,600390.SH
28722,Qinghai Spring Medicinal Resources Technology Co Ltd (Sunshiny Group; Xiancheng Group; formerly Qinghai Sunshiny Mining),China,600381.SH
28737,Shenzhen Selen Science & Technology Co Ltd,China,002341.SZ
28775,Nanning Chemical Industry Co Ltd,China,600301.SH
28787,Anhui Xinli Finance Co Ltd (formerly Anhui Chaodong Cement Co Ltd),China,600318.SH
28803,Zhejiang Jiangshan Chemical Co Ltd,China,002061.SZ
28808,Shenzhen Rainbow Fine Chemical Industry Co Ltd,China,002256.SZ
28811,Fujian Zhonghe Co Ltd,China,
28813,Liaoning Hongyang Energy Resources Invest Co Ltd,China,600758.SH
28815,Hebei Baoshuo Co Ltd,China,600155.SH
28820,Jiangnan Mould & Plastic Technology Co Ltd,China,000700.SZ
28828,Jilin Cheng Cheng Group Co Ltd,China,
28834,AVIC International Holding Corp (AVIC International),China,
28841,Nanjing Textiles Import & Export Corp Ltd,China,600250.SH
28857,Tech-Bank Food Co Ltd,China,002124.SZ
28866,Beijing Beilu Pharmaceutical Co Ltd,China,300016.SZ
28883,Tibet Tourism Co Ltd (formerly Tibet Shengdi Co Ltd),China,600749.SH
28966,Shenzhen Wongtee International Enterprise Co Ltd (formerly known as Shenzhen International Enterprise Co Ltd),China,200056.SZ
289716,Flower King Eco-Engineering Inc,China,603007.SH
28979,HL Corp Shenzhen,China,002105.SZ
289917,GI Technologies Group Co Ltd (formerly GI Technologies Beijing Co Ltd),China,300309.SZ
28998,Kairuide Holding Co Ltd (formerly Shandong Demian Inc Co),China,002072.SZ
29010,Steyr Motors Co Ltd (formerly known as Hubei Bothwin Investment Co Ltd),China,
29015,Shenzhen SED Industry Co Ltd,China,000032.SZ
29020,Shenzhen Kondarl Group Co Ltd,China,000048.SZ
29051,Huafang Co Ltd,China,600448.SH
290628,Jiangsu Wanlin Modern Logistics Co Ltd,China,603117.SH
29071,Chengde Nanjiang Co Ltd (formerly Chengde Dalu Co Ltd),China,
29076,Phenix Optical Co Ltd,China,600071.SH
29086,Henan Xinye Textile Co Ltd,China,002087.SZ
29102,Zhejiang Sanlux Rubber Co Ltd,China,002224.SZ
291141,Hengtai Securities Co Ltd,China,1476.HKG
