RepRisk_ID,name,headquarter_country,code
29199,Hainan Yatai Industrial Development Co Ltd (previously known as Hainan United Oils & Technology Development Co Ltd),China,000691.SZ
292077,Western Region Gold Co Ltd,China,601069.SH
29220,Guangdong Orient Zirconic Industry Science & Technology Co Ltd,China,
29234,Dahu Aquaculture Co Ltd,China,600257.SH
29262,Kunwu Jiuding Investment Holdings Co Ltd (formerly Jiangxi Zhong Jiang Real Estate Co Ltd),China,600053.SH
29366,Shenzhen Ecobeauty Co Ltd (formerly Beijing Shenhuaxi),China,000010.SZ
29370,Anhui Leimingkehua Co Ltd (Anhui Leiming Kehua Co Ltd),China,
29380,Beijing BDStar Navigation Co L,China,002151.SZ
29390,Jiangsu Boxin Investing & Holding Co Ltd (formerly known as Guangdong Boxin Investing & Holdings Co Ltd),China,
29409,Dalian Thermal Power Co Ltd,China,600719.SH
2944,Air China Ltd,China,601111.SH
29440,Jiangsu Hongda New Material Co Ltd,China,002211.SZ
29442,Ningxia Yinglite Chemicals Co Ltd (Ningxia Younglight Chemicals Co Ltd),China,000635.SZ
29482,Sichuan Languang Development Co Ltd (formerly Sichuan Dikang Sci & Tech Pharmaceutical Industry Co Ltd),China,600466.SH
29487,Kunming Pharmaceutical Corp,China,600422.SH
295065,Changsha Pilot Investment Holdings Co Ltd,China,
29547,CCS Supply Chain Management Co Ltd (China Coal Solution; formerly Shandong Jiufa Edible Fungus Co Ltd),China,600180.SH
29580,Gansu Dunhuang Seed Co Ltd,China,600354.SH
29584,Dongxu Optoelectronic Technology Co Ltd (formerly Shijiazhuang Baoshi Electronic Glass Co Ltd),China,000413.SZ
29612,5I5J Holding Group Co Ltd (formerly Kunming Sinobright Group Co Ltd),China,000560.SZ
29621,CNNC Hua Yuan Titanium Dioxide Co Ltd,China,002145.SZ
29630,Nanfang Ventilator Co Ltd,China,300004.SZ
29658,Yunnan Luoping Zinc & Electricity Co Ltd,China,002114.SZ
29665,Grand Industrial Holding Co Ltd (formerly known as Lianyungang Ideal Group Co Ltd),China,000626.SZ
29672,Unisplendour Guhan Group Co Ltd,China,000590.SZ
29690,Beiren Printing Machinery Holdings Ltd,China,600860.SH
297030,Gansu Provincial Highway Aviation Tourism Investment Group Co Ltd,China,
29716,Hontex International Holdings Co Ltd,China,
29733,Hengkang Medical Group Co Ltd (formerly known as Gansu Duyiwei Biological Pharmaceutical Co Ltd(,China,002219.SZ
29741,Guodian Nanjing Automation Co Ltd,China,600268.SH
29746,Nanjing Panda Electronics Co Ltd,China,600775.SH
29764,Jiangsu Yabaite Technology Co Ltd (formerly Jiangsu Zhonglian Electric Co),China,002323.SZ
29787,Changchun High & New Technology,China,000661.SZ
29795,Greatoo Intelligent Equipment Inc,China,002031.SZ
29799,Jiangsu Sopo Chemical Co Ltd,China,600746.SH
29804,Hebei Hengshui Laobaigan Liquor-making (Group) Co. Ltd,China,
29813,Shanghai Kaibao Pharmaceutical Co Ltd,China,300039.SZ
29840,Zhejiang Wanfeng Auto Wheel Co Ltd,China,002085.SZ
29855,Holitech Technology Co Ltd (formerly Shandong Liaherd Chemical Industry),China,002217.SZ
29920,Zhongfu Straits Pingtan Development Co Ltd (formerly known as Fujian Zhongfu Industries),China,000592.SZ
29938,Shandong Xinhua Pharmaceutical Co Ltd,China,000756.SZ
299405,Jiajia Food Group Co Ltd,China,002650.SZ
29941,Gansu Mogao Industrial Develop Co Ltd,China,600543.SH
29978,Netac Technology Co Ltd,China,300042.SZ
29990,Centre Testing International Group Co Ltd (CTI),China,300012.SZ
30002,YUD Yangtze River Investment Industry Co Ltd,China,600119.SH
3005,China Life Insurance Co Ltd,China,2628.HKG
30054,Xinjiang Hejin Holding Co Ltd (formerly Shenyang Hejin Holding Co Ltd),China,000633.SZ
3006,China Telecom Corp Ltd,China,0728.HKG
30082,Jiangxi Zhengbang Technology Co Ltd,China,002157.SZ
30094,Anhui Jiangnan Chemical Industry Co Ltd,China,002226.SZ
30101,Geeya Technology Co Ltd,China,
30103,Zhejiang Conba Pharmaceutical Co Ltd,China,600572.SH
30115,Kangxin New Materials Co Ltd (formerly Weifang Beida Jade Bird Huaguang Technology),China,600076.SH
30123,Guoguang Electric Co Ltd,China,002045.SZ
30125,Gohigh Data Networks Technology,China,000851.SZ
30137,Jiangsu Nhwa Pharmaceutical Co Ltd (Nhwa Pharma Corp),China,002262.SZ
30138,Zhejiang Jiahua Energy Chemical Industry Co Ltd (formerly Huafang Textile Co Ltd),China,600273.SH
30145,Rising Nonferrous Metals Share Co Ltd (formerly Hainan Xingye Polyester Co Ltd),China,600259.SH
301620,Ningbo Orient Wires & Cables Co Ltd,China,603606.SH
30170,Guangdong No 2 Hydropower Engineering Co Ltd,China,002060.SZ
30173,Anhui Ankai Automobile Co Ltd,China,000868.SZ
30181,Zhongzhu Healthcare Holding Co Ltd (formerly Zhongzhu Holding Co Ltd),China,600568.SH
30199,Zhejiang Hangmin Co Ltd,China,600987.SH
30221,Orient International Enterprise Ltd,China,600278.SH
30296,Hainan Yedao Co Ltd,China,600238.SH
30310,Panda Fireworks Group Co Ltd,China,600599.SH
3032,China Railway Corp Ltd (formerly the Ministry of Railways),China,600528.SH
303270,Jiangxi Synergy Pharmaceutical Co Ltd,China,300636.SZ
30330,Zhejiang Enjoyor Electronics Co Ltd (also known as Yinjiang Co Ltd),China,300020.SZ
30367,Qinghai Gelatin Co Ltd,China,000606.SZ
30388,Letong Chemical Co Ltd,China,002319.SZ
30411,Shanda Games Ltd,China,
304182,Guizhou Gas Group Corp Ltd,China,600903.SH
30436,Dynasty Fine Wines Group Ltd,China,0828.HKG
30450,Fujian SBS Zipper Science & Technology Co Ltd,China,002098.SZ
304881,Zhejiang Shengda Bio-Pharm Co Ltd,China,603079.SH
304884,Zhejiang Jinfei Kaida Wheel Co Ltd,China,002863.SZ
30494,Shandong Shanda WIT Science & Technologies Co Ltd,China,000915.SZ
30502,Shenwu Energy Saving Co Ltd (formerly Jincheng Paper Co Ltd),China,000820.SZ
30567,Nanfang Black Sesame Group Co Ltd (formerly known as Guangxi Nanfang Foodstuff Stock),China,000716.SZ
30573,MCC Meili Cloud Computing Industry Investment Co Ltd (formerly MCC Meili Paper Industry Co Ltd),China,000815.SZ
30575,Hubei Yangfan Holding Co Ltd (formerly Wuhan National Pharmaceutical Technology Co Ltd),China,
30595,Tianjin Jinran Public Utilities Co Ltd (formerly Tianjin Tianlian Public Utilities Co Ltd),China,1265.HKG
306,China National Petroleum Corp (CNPC),China,
30619,Anhui Guotong Hi-Tech Pipes Industry Co Ltd,China,600444.SH
3064,Shanghai Pharmaceuticals Holding Co Ltd (Shanghai Pharma),China,601607.SH
30642,BGRIMM Magnetic Materials & Technology Co Ltd,China,600980.SH
30651,Bus Online Co Ltd (formerly Zhejiang New Jialian Electronics),China,002188.SZ
30678,Ningxia Xinri Hengli Steel Wire Rope Co Ltd (formerly Ningxia Hengli Steel Wire Rope),China,600165.SH
30690,Shanghai 2345 Network Holding Group Co Ltd (formerly Shanghai Hyron Software),China,002195.SZ
30692,Hongda High-Tech Holding Co Ltd (formerly known as Zhejiang Hongda Warp Knitting Co Ltd),China,002144.SZ
30748,Shanghai Xingye Resources Holdings Co Ltd,China,
30773,Yunnan Coal & Energy Co Ltd (formerly Yunnan Malong Industry Group),China,600792.SH
30777,Zhejiang International Group Co Ltd (Zhejiang Int'l Group Co Ltd),China,000411.SZ
30778,GEPIC Energy Development Co Ltd (formerly known as Northwest Yongxin Chemical Industry Co Ltd),China,000791.SZ
30837,Shenzhen Desay Battery Technology Co Ltd,China,000049.SZ
30843,Xi'an Tourism Group Co,China,000610.SZ
30847,Xiangtan Electrochemical Scientific Co Ltd,China,002125.SZ
30868,Hangzhou Tianmushan Pharmaceutical Enterprise Co Ltd,China,600671.SH
30908,Meinian Onehealth Healthcare Holdings Co Ltd (formerly Jiangsu Sanyou Group Co Ltd),China,002044.SZ
30959,Gosun Holding Co Ltd (formerly Hubei Maiya),China,000971.SZ
31012,Guanfu Holding Co Ltd (formerly Fujian Guanfu Modern Household Wares Co Ltd),China,002102.SZ
31016,Hubei Energy Group Co Ltd (formerly Hubei Tri-Ring Co Ltd),China,000883.SZ
31061,Zhuhai Boyuan Investment Co Ltd (formerly Dongguan Fangda Renewable Resources Industry Co Ltd),China,
31105,Yantai Yuancheng Gold Co Ltd (formerly Yantai Yuancheng Enterprise Group Co Ltd),China,600766.SH
31118,Shenzhen Universe Group Co Ltd,China,000023.SZ
31131,Fujian YanJing HuiQuan Brewery,China,600573.SH
31146,Hainan HNA Infrastructure Investment Group Co Ltd (formerly known as Hainan Zhuxin Investment Co Ltd and Hainan Island Construction Co Ltd),China,600515.SH
31148,Beijing Properties Holdings Ltd,China,0925.HKG
31149,Miracle Automation Engineering Co Ltd (formerly known as Jiangsu Miracle Logistics System Engineering Co Ltd),China,002009.SZ
31186,Xiamen Xindeco Ltd,China,000701.SZ
31214,Chongqing Lummy Pharmaceutical Co Ltd,China,300006.SZ
31280,Guangdong Xinhui Meida Nylon Co Ltd,China,000782.SZ
31343,Sichuan Hejia Co Ltd,China,600093.SH
31344,Chengdu Hi-tech Development Co Ltd (formerly Chengdu Brilliant Development Group Co),China,000628.SZ
31364,Shandong Airlines Co Ltd,China,200152.SZ
31367,Shenzhen Tellus Holding Co Ltd,China,000025.SZ
31369,Shenzhen Globe Union Industrial Corp (also known as Shenzhen Chenglin),China,002047.SZ
31380,Keda Group Co Ltd,China,600986.SH
31430,Dalian Tianbao Green Foods Co,China,
31469,Nanjing Chemical Fibre Co Ltd (NCFC),China,600889.SH
31477,Beijing Wandong Medical Technology Co Ltd,China,600055.SH
31506,Guizhou Qianyuan Electric Power Co Ltd,China,
31521,Shanghai Xinmei Real Estate Co,China,600732.SH
31524,Shenzhen Century Plaza Hotel Co Ltd,China,
31527,Huasu Holdings Co Ltd,China,000509.SZ
31964,Powerleader Science & Technology Group Co Ltd,China,
32037,Shandong Wohua Pharmaceutical Co Ltd,China,002107.SZ
32051,Tonghua Golden-Horse Pharmaceutical Industry Co Ltd,China,000766.SZ
32057,"Zhejiang Sunriver Culture Co Ltd (formerly known as Zhejiang WHWH Industry Co Ltd, Zhejiang Wanjia Co Ltd)",China,600576.SH
32107,Tecon Biology Co Ltd,China,002100.SZ
32190,Hefei Fengle Seed Co Ltd,China,000713.SZ
32201,Jinlong Machinery & Electronic Co Ltd,China,300032.SZ
32210,Henan Huaying Agricultural Development Co Ltd,China,002321.SZ
32214,Shenzhen Keybridge Communications Technology Co Ltd (also known as Jianqiao Communications),China,002316.SZ
32245,Anyuan Coal Industry Group Co Ltd,China,600397.SH
32272,Sichuan Huiyuan Optical Communications Co Ltd,China,000586.SZ
32316,China Meheco Topfond Pharma Co Ltd (formerly Henan Topfond Pharmaceutical Co Ltd),China,
32323,Yangmei Chemical Co Ltd (formerly Dongxin Electrical Carbon Co Ltd),China,600691.SH
32340,New Hua Du Supercenter Co Ltd (also known as New Huadu Supercenter),China,002264.SZ
32352,Sino Great Wall Co Ltd (formerly Shenzhen Victor Onward Textile Industrial Co Ltd),China,
32385,Ningbo Fubang Jingye Group Co Ltd,China,600768.SH
32452,Zhejiang Furun Co Ltd,China,600070.SH
32481,Dalian Sunasia Tourism Holding Co Ltd,China,600593.SH
32507,Shanghai Yanhua Smartech Group Co Ltd,China,002178.SZ
32532,Great Wall Movie and Television Co Ltd (formerly Jiangsu Hongbao Hardware Co Ltd),China,002071.SZ
32566,Jiangsu Lianhuan Pharmaceutical Group,China,600513.SH
32695,Shanghai Chlor-Alkali Chemical Co Ltd,China,600618.SH
3291,Angang Steel Co Ltd,China,000898.SZ
33098,Shanghai Material Trading Co Ltd (formerly Shanghai Material Trading Center Co),China,600822.SH
3325,Ping An Insurance Group Co of China Ltd (Ping An Insurance),China,601318.SH
33518,Pengqi Technology Development Co Ltd (Shanghai Dingli Technology Development Co Ltd),China,600614.SH
33608,Harbin Electric Inc,China,1133.HKG
33612,Beida Jade Bird Group,China,8095.HKG
3362,China Molybdenum Co Ltd,China,3993.HKG
3364,Shandong Huatai Paper Co Ltd,China,600308.SH
3367,China Coal Energy Co Ltd,China,601918.SH
3368,China Shenhua Energy Co Ltd,China,601088.SH
3370,Kailuan Energy Chemical Co Ltd (formerly Kailuan Clean Coal Co Ltd),China,600997.SH
33731,China Kejian Co Ltd,China,000035.SZ
3376,Shanxi Lu'an Environmental Energy Development Co Ltd,China,601699.SH
33795,Kingland Technology Co Ltd (formerly Heilongjiang Tianlun Real Estate Development Co Ltd),China,000711.SZ
33826,Sichuan Jinyu Automobile City Group Co Ltd,China,000803.SZ
34115,China Sky One Medical Inc,China,
34133,Deer Consumer Products Inc,China,DEER.OTCMKTS
34293,China MediaExpress Holdings Inc,China,
34327,Sinovac Biotech Ltd,China,
34613,Shanghai Potevio Co Ltd,China,
34955,SmartHeat Inc,China,
3496,China State Construction Engineering Corp Ltd (CSCECL),China,601668.SH
352656,Petpal Pet Nutrition Technology Co Ltd,China,300673.SZ
35413,China Distance Education Holdings Ltd,China,DL.NYSE
354588,Cre8 Direct Ningbo Co Ltd (formerly Ningbo Chenglu Paper Products Manufacturing Co Ltd),China,300703.SZ
355506,Chengdu Haoneng Technology Co Ltd,China,603809.SH
356466,Harbin Electric Corp Jiamusi Electric Machine Co Ltd (formerly Acheng Relay Co Ltd),China,000922.SZ
357714,Lingnan Eco and Culture-Tourism Co Ltd (formerly Lingnan Landscape Co Ltd),China,002717.SZ
3631,Guangdong Tapai Group Co Ltd,China,002233.SZ
3632,Gansu Qilianshan Cement Group Co Ltd (formerly Yongdeng Cement Plant),China,600720.SH
3633,Long Yuan Construction Group Co Ltd,China,600491.SH
3634,Sichuan Nitrocell Co Ltd,China,002246.SZ
3635,Anhui Conch Cement Co Ltd,China,600585.SH
36543,Shanghai Kaikai Industrial Co Ltd,China,
36701,West China Cement Ltd,China,2233.HKG
3696,Taiyuan Coal Gasification Co L,China,
370275,Chengdu Hongqi Chain Co Ltd,China,002697.SZ
37052,eLong Inc,China,
37083,Shanghai Sanmao Enterprise Group Co Ltd,China,600689.SH
37096,3SBio Inc,China,83B.FRA
3721,Baoshan Iron & Steel Co Ltd (Baosteel Co Ltd),China,600019.SH
374106,Jiangxi Selon Industrial Co Ltd,China,002748.SZ
37419,Winner Medical Group Inc (formerly Winner Industrial Shenzhen Co Ltd),China,300888.SZ
374339,JinJiang Environment (China JinJiang Environment Holding Co Ltd),China,BWM.SGX
375288,RYB Education Inc,China,RYB.NYSE
3753,Fuhua Group Co Ltd,China,000507.SZ
37536,Jiangbo Pharmaceuticals Inc,China,
375525,Hebei Yangyuan Zhihui Beverage Co Ltd,China,603156.SH
375825,ELL Environmental Holdings Ltd,China,1395.HKG
37632,China Evergrande Group (formerly Evergrande Real Estate Group Ltd),China,3333.HKG
37696,Dahua Group Dalian Chemical Industry Co Ltd,China,
377115,Hangzhou Prevail Optoelectronic Equipment Co Ltd,China,300710.SZ
377787,Monalisa Group Co Ltd,China,002918.SZ
37794,Jiangsu Yanghe Brewery JSC Ltd,China,002304.SZ
37816,China Biologic Products Holdings Inc (formerly China Biologic Products Inc),China,CBPO.NASDAQ
37886,Shanghai Shenqi Pharmaceutical Investment Management Co Ltd (formerly Shanghai Wingsung Investment Management Co Ltd),China,900904.SH
379293,Anhui Guangxin Agrochemical Co Ltd,China,603599.SH
38033,Longwei Petroleum Investment Holding Ltd,China,
381330,Zhejiang Ausun Pharmaceutical Co Ltd,China,603229.SH
381480,Zhejiang Tianyu Pharmaceutical Co Ltd,China,300702.SZ
381750,Hunan Jiudian Pharmaceutical Co Ltd,China,300705.SZ
38189,NIVS IntelliMedia Technology Group Inc,China,
3827,Suntech Power Holdings Co Ltd,China,
385479,Feishang Anthracite Resources Ltd,China,FSHRF.OTCMKTS
385563,East Group Co Ltd,China,300376.SZ
385638,Inner Mongolia Energy Engineering Co Ltd,China,1649.HKG
38697,Gulf Resources Inc,China,GURE.NASDAQ
387,Bank of China Ltd (BOC),China,3988.HKG
388164,Qinghai Provincial Investment Group Co Ltd,China,
3931,Shanghai Diesel Engine Co Ltd,China,600841.SH
394158,Guangdong Sunwill Precising Plastic Co Ltd,China,002676.SZ
394659,Surfilter Network Technology Co Ltd,China,300311.SZ
3981,Baidu Inc,China,BIDU.NASDAQ
3983,Inner Mongolia Baotou Steel Union Co Ltd,China,600010.SH
399,PetroChina Co Ltd,China,PTCH34.BVMF
400749,Nanjing Hicin Pharmaceutical Co Ltd,China,300584.SZ
401002,Guangdong Xinbao Electrical Appliances Holdings Co Ltd,China,002705.SZ
401334,Nacity Property Service Co Ltd,China,603506.SH
401875,Yixin Group Ltd,China,2858.HKG
402429,Anhui Julong Transmission Technology Co Ltd,China,300475.SZ
402432,Anhui Fengxing Wear Resistant Materials Co Ltd,China,002760.SZ
403206,Chinese All Digital Publishing Group Co Ltd (ChineseAll Digital Publishing Group Co Ltd),China,300364.SZ
403227,Zhejiang Jindun Fans Co Ltd,China,300411.SZ
4043,China National Building Materials Group Corporation (CNBM),China,600970.SH
4047,Shanghai Zhongyida Co Ltd (formerly China Textile Machinery),China,900906.SH
4048,China Eastern Airlines Corp Ltd,China,CEA.NYSE
405748,Nanning Baling Technology Co Ltd,China,002592.SZ
406101,Zhongyuan Bank Co Ltd,China,1216.HKG
408867,Zhejiang Xinhua Chemical Co Ltd,China,603867.SH
409051,Shanghai Xunmeng Information Technology Co Ltd (Pinduoduo),China,
409107,Chow Tai Seng Jewellery Co Ltd,China,002867.SZ
409110,Yaxia Automobile Corp,China,
409611,Pulike Biological Engineering Inc,China,603566.SH
411177,Hunan Salt Industry Co Ltd,China,600929.SH
412050,Nanjing Well Pharmaceutical Co Ltd,China,603351.SH
413814,Jiangsu New Energy Development Co Ltd,China,603693.SH
415353,Scimee Sci & Tech Co Ltd,China,300425.SZ
417306,Shandong Ruifeng Chemical Co Ltd,China,300243.SZ
419501,Wuxi Apptec Co Ltd,China,2359.HKG
42100,Biostar Pharmaceuticals Inc,China,BSPM.OTCMKTS
422754,Sunlands Online Education Group,China,
422891,Tiansheng Pharmaceutical Group Co Ltd,China,002872.SZ
4238,China Southern Power Grid Co Ltd (CSG),China,
424904,Contemporary Amperex Technology Co Ltd (CATL),China,300750.SZ
425877,HNAC Technology Co Ltd,China,300490.SZ
427784,Jiangsu Lihua Animal Husbandry Co Ltd,China,300761.SZ
429737,Zhenjiang Culture and Tourism Group Ltd,China,
430910,CEFC Shanghai International Group Ltd,China,
4329,Jiangxi Copper Co Ltd,China,0358.HKG
433107,Guangdong Eastone Century Technology Co Ltd,China,
436014,Haidilao International Holding Co Ltd (Haidilao),China,6862.HKG
440682,Tianshui Zhongxing Bio-Technology Co Ltd (Junesun Fungi),China,002772.SZ
440685,Changsha Dialine New Material Science & Technology Co Ltd (Dialine),China,
441,Sinohydro Corp (China Hydraulic and Hydroelectric Construction Group Corp),China,
441623,Jiangsu Zhangjiagang Rural Commercial Bank Co Ltd,China,002839.SZ
441650,Wuxi Rural Commercial Bank Co Ltd,China,600908.SH
441692,Jiangsu Changshu Rural Commercial Bank Co Ltd,China,601128.SH
452567,Harbin Medisan Pharmaceutical Co Ltd,China,002900.SZ
4563,Shanghai Jinqiao Export Processing Zone Development Co Ltd,China,900911.SH
46064,Foshan Saturday Shoes Co Ltd,China,002291.SZ
46066,V1 Group Ltd (formerly VODone),China,0082.HKG
460919,Jiangsu Fengshan Group Co Ltd,China,603810.SH
46160,Lier Chemical Co Ltd,China,002258.SZ
46184,Jiangsu Huasheng Tianlong Photoelectric,China,300029.SZ
462,Huaneng Power Int Inc,China,
46236,Shandong Delisi Food Co Ltd,China,002330.SZ
462722,Maiquer Group Co Ltd,China,002719.SZ
463,Huadian Power International Corp Ltd,China,1071.HKG
46336,Talkweb Information System Co Ltd,China,002261.SZ
46483,Coolpad Group Ltd (formerly China Wireless Technologies Ltd),China,2369.HKG
464885,Dalian Insulator Group Co Ltd,China,002606.SZ
465,Datang International Power Generation Co Ltd,China,601991.SH
46538,Guizhou Yibai Pharmaceutical Co Ltd,China,600594.SH
46592,Huafu Fashion Co Ltd (formerly Huafu Top Dyed Melange Yarn),China,002042.SZ
466,China Development Bank (CDB),China,1606.HKG
46610,Zhejiang Dahua Technology Co Ltd,China,002236.SZ
46661,Tianjin Saixiang Technology Co Ltd,China,002337.SZ
46707,Shanghai SK Petroleum & Chemical Equipment Co Ltd,China,
46717,Weichai Heavy Machinery Co Ltd (formerly known as Shandong Juli Co Ltd),China,000880.SZ
46721,PKU HealthCare Corp,China,000788.SZ
46736,Anhui Golden Seed Winery Co Ltd,China,600199.SH
468149,Hubei Zhenhua Chemical Co Ltd,China,603067.SH
468389,Hubei Kailong Chemical Group Co Ltd,China,002783.SZ
468833,Zhejiang Xinnong Chemical Co Ltd,China,002942.SZ
46925,Combine Will International Holdings Ltd (Combine Will),China,N0Z.SGX
470128,Beijing VRV Software Corp Ltd,China,300352.SZ
471932,Gospell Digital Technology Co Ltd,China,002848.SZ
4774,Shanghai Construction Group Co Ltd (SCG) (formerly Shanghai Construction Co Ltd),China,600170.SH
4826,Giant Interactive Group Inc (formerly known as Chongqing New Century Cruise Co Ltd),China,002558.SZ
483947,NIO Co Ltd,China,NIO.NYSE
486024,Sunflower Pharmaceutical Group Co Ltd,China,002737.SZ
486393,Jiangsu Suzhou Rural Commercial Bank Co Ltd (formerly Jiangsu Wujiang Rural Commercial Bank Co Ltd),China,603323.SH
486464,Deppon Logistics Co Ltd,China,603056.SH
486636,Fujian Anjoy Foods Co Ltd (Fujian An'jing Food Co Ltd ; Anjing Food),China,603345.SH
48991,China Finance Inc,China,CHFI.OTCMKTS
519361,Changlan Electric Technology Co Ltd (Chang Lan Electric Technology Co Ltd),China,
519732,Tongcheng-Elong Holdings Ltd,China,0780.HKG
519747,Pintec Technology Holdings Ltd,China,PT.NASDAQ
51979,Shanxi Coal International Energy Group Co Ltd,China,600546.SH
522172,Fujian Haixia Environmental Protection Group Co Ltd,China,603817.SH
523217,Jiangyin Jianghua Microelectronics Materials Co Ltd,China,603078.SH
523429,Xinjiang Haoyuan Natural Gas Co Ltd,China,002700.SZ
524336,Guangdong VTR Bio-tech Co Ltd,China,300381.SZ
52545,Sino Shipping Holdings Inc (formerlyÂ Dalkeith Investments Inc),China,
527973,Shenzhen Soling Industrial Co Ltd,China,002766.SZ
528672,Baofeng Group Co Ltd,China,600989.SH
528710,Xinjiang Tianshan Animal Husbandry Bio-Engineering Co Ltd,China,300313.SZ
528876,Jiangsu Zhongshe Group Co Ltd,China,002883.SZ
528891,Shandong Head Co Ltd,China,002810.SZ
528912,Zhuhai Sailong Pharmaceutical Co Ltd,China,002898.SZ
528981,Duzhe Publishing and Media Co Ltd (Duzhe Group),China,603999.SH
529017,Jiangsu Apon Medical Technology Co Ltd,China,300753.SZ
529100,Shenzhen Liantronics Co Ltd,China,300269.SZ
529352,Yuancheng Environment Co Ltd (formerly Zhejiang Yuancheng Landscape Group Co Ltd),China,603388.SH
529605,Yusys Technologies Co Ltd,China,300674.SZ
529623,Chimin Health Management Co Ltd (formerly Zhejiang Jimin Pharmaceutical Co Ltd),China,603222.SH
529632,Tanac Automation Co Ltd,China,300461.SZ
529740,Fujian Aonong Biological Technology Group Inc Ltd,China,
529749,Lafang China Co Ltd,China,603630.SH
530514,Yuancheng Cable Co Ltd (Yuan Cheng Cable),China,002692.SZ
530646,China Kings Resources Group Co Ltd,China,603505.SH
532649,Fosun Tourism Group (Foliday),China,1992.HKG
540754,Bank of Gansu Co Ltd,China,2139.HKG
54359,China Dasheng Biotechnology Co,China,CDBT.OTCMKTS
56021,Guangdong Golden Dragon Development Inc,China,000712.SZ
56105,GOME Appliance Co Ltd,China,
569460,Wuhan Real Estate Development & Investment Group Co Ltd,China,
57464,China Cable & Communication Inc,China,CCCI.OTCMKTS
5796,China Minsheng Banking Corp Ltd (China Minsheng Bank; CMBC),China,GHFH.FRA
5854,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,China,000060.SZ
5856,HKC (Holdings) Ltd (HKC),China,0190.HKG
5898,Shanghai Power Transmission & Distribution Co Ltd,China,
59495,Cableclix USA Inc (formerly RainEarth Inc),China,CCLX.OTCMKTS
60381,Kunming Iron and Steel Holding Co Ltd (Kunsteel),China,
61043,San'an Optoelectronics Co Ltd (Sanan Optoelectronics Co Ltd),China,600703.SH
61173,China National Chemical Engineering Co Ltd (also known as Zhonghua or CNCEC),China,601117.SH
612,China National Offshore Oil Corp (CNOOC),China,
613,Beijing Shougang Co Ltd,China,000959.SZ
61462,Sinopharm Group Co Ltd (also known as Sinopharm Group Holding Co Ltd),China,1099.HKG
61562,China Longyuan Power Group Corp Ltd,China,0916.HKG
61865,Trony Solar Holdings,China,
623,China Mengniu Dairy Co Ltd,China,2319.HKG
62338,Zhejiang Narada Power Source Co Ltd (Narada Power Source Co Ltd),China,300068.SZ
62510,Guangzhou Iron & Steel Enterprise Company Ltd (Guangzhou Iron and Steel Enterprises Group; GISE),China,
6299,China Communications Construction Co Ltd (CCCC),China,1800.HKG
6336,Daqin Railway Co Ltd,China,601006.SH
6361,China Pacific Insurance Group Co Ltd (CPIC),China,2601.HKG
6364,China United Network Communications Group Co Ltd (China Unicom),China,0762.HKG
63751,China National Gold Group Corporation (CNGG),China,
6381,Kweichow Moutai Co Ltd,China,600519.SH
6392,Industrial Bank Co Ltd,China,601166.SH
64360,China TransInfo Technology Co Ltd (formerly SureKAM Corporation),China,002373.SZ
64379,Visual China Group Co Ltd (formerly FarEast Industrial Stock Co Ltd; FarEast Industrial),China,000681.SZ
64422,China National Materials Group Corp Ltd (Sinoma),China,600970.SH
64463,Metallurgical Corp of China Ltd (MCC),China,601618.SH
64631,Xiamen International Trade Group Corp Ltd (ITG Group),China,600755.SH
64718,Guangzhou Automobile Group Co Ltd (GAC Group),China,2238.HKG
6472,Jilin Jien Nickel Industry Co Ltd,China,
6480,Yunnan Baiyao Group Co Ltd,China,000538.SZ
64808,Yibin Tianyuan Group Co Ltd,China,002386.SZ
64816,Sinopec Qilu Co Ltd,China,
6526,Bank of Beijing Co Ltd,China,601169.SH
65271,Qihoo 360 Technology Co Ltd,China,
6557,Wuhan Iron & Steel Co Ltd,China,
6565,Yanzhou Coal Mining Co Ltd,China,1171.HKG
663,China Petroleum & Chemical Corp (Sinopec Corp),China,0386.HKG
6634,Shanghai International Port Group Co Ltd,China,600018.SH
6636,Minmetals Development Co Ltd,China,600058.SH
6637,Gree Electric Appliances Inc of Zhuhai,China,000651.SZ
66464,JinkoSolar Holding Co Ltd,China,JKS.NYSE
66681,Zhejiang Semir Garment Co Ltd,China,002563.SZ
6672,Heilongjiang Agriculture Co Ltd (also known as Heilongjiang Beidahuang Agriculture Co Ltd),China,600598.SH
6681,Focus Media Holding Ltd,China,
66833,Beijing Water Business Doctor Co Ltd,China,300055.SZ
66870,Greenheart Group Ltd,China,0094.HKG
66963,Microport Scientific Corp,China,0853.HKG
66975,China Galaxy Securities Co Ltd,China,6881.HKG
6704,Dongfeng Motor Corp (formerly Second Automobile Works Co),China,0489.HKG
67302,China Huarong Energy Co Ltd (formerly China Rongsheng Heavy Industries Group Holdings Ltd),China,XYTA.FRA
67325,NVC Lighting Holding Ltd,China,
67394,SinoTech Energy Limited,China,
6751,Tianjin Teda Co Ltd,China,000652.SZ
67614,Chongqing Rural Commercial Bank Co Ltd,China,3618.HKG
6795,China Vanke Co Ltd,China,000002.SZ
6798,Tencent Holdings Ltd,China,0700.HKG
6857,Country Garden Holdings Co Ltd (Biguiyuan),China,2007.HKG
68620,Shanxi Tond Chemical Co Ltd,China,002360.SZ
68745,Bank of Shanghai Co Ltd,China,601229.SH
68779,Western Securities Co Ltd,China,002673.SZ
